index,type,from,to,dataset,year,change,reversions,reversion_count,reverts_a_previous_change,reverts_a_later_change,complete_reversions,complete_reversions_summary,complete_reversion_count,completely_reverts_a_previous_change,completely_reverts_a_later_change
179,split,Corvus imparatus,"Corvus sinaloae, Corvus imparatus",aou_6_38 (1991),1991,"Corvus imparatus -> Corvus sinaloae + Corvus imparatus [split, aou_6_38 (1991)]",,0,no,no,,,0,no,no
180,split,Cinclocerthia ruficauda,"Cinclocerthia ruficauda, Cinclocerthia gutturalis",aou_6_38 (1991),1991,"Cinclocerthia ruficauda -> Cinclocerthia ruficauda + Cinclocerthia gutturalis [split, aou_6_38 (1991)]",,0,no,no,,,0,no,no
181,split,Loxops coccineus,"Loxops caeruleirostris, Loxops coccineus",aou_6_38 (1991),1991,"Loxops coccineus -> Loxops caeruleirostris + Loxops coccineus [split, aou_6_38 (1991)]",,0,no,no,,,0,no,no
182,split,Pterodroma externa,"Pterodroma cervicalis, Pterodroma externa",aou_6_38 (1991),1991,"Pterodroma externa -> Pterodroma cervicalis + Pterodroma externa [split, aou_6_38 (1991)]",,0,no,no,,,0,no,no
183,split,Butorides striatus,"Butorides striatus, Butorides virescens",aou_6_39 (1993),1993,"Butorides striatus -> Butorides striatus + Butorides virescens [split, aou_6_39 (1993)]","Butorides striatus + Butorides virescens -> Butorides striatus [lump, aou_5_33 (1976)]",1,yes,no,"Butorides striatus + Butorides virescens -> Butorides striatus [lump, aou_5_33 (1976)]","lump (1976) -> split (1993) [starting with change Butorides striatus + Butorides virescens -> Butorides striatus [lump, aou_5_33 (1976)]]",1,yes,no
184,split,Elanus caeruleus,"Elanus leucurus, Elanus caeruleus",aou_6_39 (1993),1993,"Elanus caeruleus -> Elanus leucurus + Elanus caeruleus [split, aou_6_39 (1993)]","Elanus leucurus + Elanus caeruleus -> Elanus caeruleus [lump, aou_5_34 (January 1982)]",1,yes,no,"Elanus leucurus + Elanus caeruleus -> Elanus caeruleus [lump, aou_5_34 (January 1982)]","lump (1982) -> split (1993) [starting with change Elanus leucurus + Elanus caeruleus -> Elanus caeruleus [lump, aou_5_34 (January 1982)]]",1,yes,no
185,split,Odontophorus erythrops,"Odontophorus erythrops, Odontophorus melanotis",aou_6_39 (1993),1993,"Odontophorus erythrops -> Odontophorus erythrops + Odontophorus melanotis [split, aou_6_39 (1993)]",,0,no,no,,,0,no,no
186,split,Pluvialis dominica,"Pluvialis dominica, Pluvialis fulva",aou_6_39 (1993),1993,"Pluvialis dominica -> Pluvialis dominica + Pluvialis fulva [split, aou_6_39 (1993)]",,0,no,no,,,0,no,no
187,split,Thalurania colombica,"Thalurania ridgwayi, Thalurania fannyi, Thalurania colombica",aou_6_39 (1993),1993,"Thalurania colombica -> Thalurania ridgwayi + Thalurania fannyi + Thalurania colombica [split, aou_6_39 (1993)]","Thalurania fannyi + Thalurania colombica -> Thalurania colombica [lump, aou_7_54 (2013)]",1,no,yes,,,0,no,no
188,split,Leucosticte arctoa,"Leucosticte atrata, Leucosticte australis, Leucosticte arctoa, Leucosticte tephrocotis",aou_6_39 (1993),1993,"Leucosticte arctoa -> Leucosticte atrata + Leucosticte australis + Leucosticte arctoa + Leucosticte tephrocotis [split, aou_6_39 (1993)]","Leucosticte atrata + Leucosticte australis + Leucosticte arctoa + Leucosticte tephrocotis -> Leucosticte arctoa [lump, aou_5_34 (January 1982)]",1,yes,no,"Leucosticte atrata + Leucosticte australis + Leucosticte arctoa + Leucosticte tephrocotis -> Leucosticte arctoa [lump, aou_5_34 (January 1982)]","lump (1982) -> split (1993) [starting with change Leucosticte atrata + Leucosticte australis + Leucosticte arctoa + Leucosticte tephrocotis -> Leucosticte arctoa [lump, aou_5_34 (January 1982)]]",1,yes,no
189,split,Larus argentatus,"Larus argentatus, Larus cachinnans",aou_6_39 (1993),1993,"Larus argentatus -> Larus argentatus + Larus cachinnans [split, aou_6_39 (1993)]",,0,no,no,,,0,no,no
190,split,Piculus leucolaemus,"Piculus leucolaemus, Piculus simplex",aou_6_39 (1993),1993,"Piculus leucolaemus -> Piculus leucolaemus + Piculus simplex [split, aou_6_39 (1993)]",,0,no,no,,,0,no,no
191,split,Leptotila rufaxilla,"Leptotila rufaxilla, Leptotila wellsi",aou_6_40 (1995),1995,"Leptotila rufaxilla -> Leptotila rufaxilla + Leptotila wellsi [split, aou_6_40 (1995)]",,0,no,no,,,0,no,no
192,split,Nyctibius griseus,"Nyctibius jamaicensis, Nyctibius griseus",aou_6_40 (1995),1995,"Nyctibius griseus -> Nyctibius jamaicensis + Nyctibius griseus [split, aou_6_40 (1995)]",,0,no,no,,,0,no,no
193,split,Caprimulgus salvini,"Caprimulgus salvini, Caprimulgus badius",aou_6_40 (1995),1995,"Caprimulgus salvini -> Caprimulgus salvini + Caprimulgus badius [split, aou_6_40 (1995)]",,0,no,no,,,0,no,no
194,split,Anthracothorax prevostii,"Anthracothorax prevostii, Anthracothorax veraguensis",aou_6_40 (1995),1995,"Anthracothorax prevostii -> Anthracothorax prevostii + Anthracothorax veraguensis [split, aou_6_40 (1995)]",,0,no,no,,,0,no,no
195,split,Chlorostilbon canivetii,"Chlorostilbon auriceps, Chlorostilbon canivetii, Chlorostilbon forficatus",aou_6_40 (1995),1995,"Chlorostilbon canivetii -> Chlorostilbon auriceps + Chlorostilbon canivetii + Chlorostilbon forficatus [split, aou_6_40 (1995)]",,0,no,no,,,0,no,no
196,split,Piculus simplex,"Piculus simplex, Piculus callopterus",aou_6_40 (1995),1995,"Piculus simplex -> Piculus simplex + Piculus callopterus [split, aou_6_40 (1995)]",,0,no,no,,,0,no,no
197,split,Aphelocoma coerulescens,"Aphelocoma californica, Aphelocoma insularis, Aphelocoma coerulescens",aou_6_40 (1995),1995,"Aphelocoma coerulescens -> Aphelocoma californica + Aphelocoma insularis + Aphelocoma coerulescens [split, aou_6_40 (1995)]","Aphelocoma californica + Aphelocoma coerulescens -> Aphelocoma coerulescens [lump, aou_4_19 (1944)]; Aphelocoma insularis + Aphelocoma coerulescens -> Aphelocoma coerulescens [lump, aou_4_19 (1944)]",2,yes,no,,,0,no,no
198,split,Hemignathus virens,"Hemignathus kauaiensis, Hemignathus virens, Hemignathus chloris",aou_6_40 (1995),1995,"Hemignathus virens -> Hemignathus kauaiensis + Hemignathus virens + Hemignathus chloris [split, aou_6_40 (1995)]",,0,no,no,,,0,no,no
199,split,Ammodramus caudacutus,"Ammodramus caudacutus, Ammodramus nelsoni",aou_6_40 (1995),1995,"Ammodramus caudacutus -> Ammodramus caudacutus + Ammodramus nelsoni [split, aou_6_40 (1995)]","Passerherbulus nelsoni + Passerherbulus caudacutus -> Passerherbulus caudacutus [lump, aou_4 (1931)]",1,yes,no,,,0,no,no
200,split,Pipilo erythrophthalmus,"Pipilo erythrophthalmus, Pipilo maculatus",aou_6_40 (1995),1995,"Pipilo erythrophthalmus -> Pipilo erythrophthalmus + Pipilo maculatus [split, aou_6_40 (1995)]","Pipilo erythrophthalmus + Pipilo maculatus -> Pipilo erythrophthalmus [lump, aou_4_29 (1954)]",1,yes,no,"Pipilo erythrophthalmus + Pipilo maculatus -> Pipilo erythrophthalmus [lump, aou_4_29 (1954)]","lump (1954) -> split (1995) [starting with change Pipilo erythrophthalmus + Pipilo maculatus -> Pipilo erythrophthalmus [lump, aou_4_29 (1954)]]",1,yes,no
201,split,Saltator albicollis,"Saltator albicollis, Saltator striatipectus",aou_6_40 (1995),1995,"Saltator albicollis -> Saltator albicollis + Saltator striatipectus [split, aou_6_40 (1995)]",,0,no,no,,,0,no,no
202,split,Icterus galbula,"Icterus bullockii, Icterus galbula, Icterus abeillei",aou_6_40 (1995),1995,"Icterus galbula -> Icterus bullockii + Icterus galbula + Icterus abeillei [split, aou_6_40 (1995)]","Icterus bullockii + Icterus galbula -> Icterus galbula [lump, aou_5_32 (1973)]",1,yes,no,,,0,no,no
203,split,Contopus caribaeus,"Contopus hispaniolensis, Contopus caribaeus, Contopus pallidus",aou_6_40 (1995),1995,"Contopus caribaeus -> Contopus hispaniolensis + Contopus caribaeus + Contopus pallidus [split, aou_6_40 (1995)]",,0,no,no,,,0,no,no
204,split,Catharus minimus,"Catharus bicknelli, Catharus minimus",aou_6_40 (1995),1995,"Catharus minimus -> Catharus bicknelli + Catharus minimus [split, aou_6_40 (1995)]",,0,no,no,,,0,no,no
205,split,Oxyura jamaicensis,"Oxyura jamaicensis, Oxyura ferruginea",aou_6_41 (1997),1997,"Oxyura jamaicensis -> Oxyura jamaicensis + Oxyura ferruginea [split, aou_6_41 (1997)]",,0,no,no,,,0,no,no
206,split,Anas acuta,"Anas eatoni, Anas acuta",aou_6_41 (1997),1997,"Anas acuta -> Anas eatoni + Anas acuta [split, aou_6_41 (1997)]",,0,no,no,,,0,no,no
207,split,Lurocalis semitorquatus,"Lurocalis semitorquatus, Lurocalis rufiventris",aou_6_41 (1997),1997,"Lurocalis semitorquatus -> Lurocalis semitorquatus + Lurocalis rufiventris [split, aou_6_41 (1997)]",,0,no,no,,,0,no,no
208,lump,"Caprimulgus rufus, Caprimulgus otiosus",Caprimulgus rufus,aou_6_41 (1997),1997,"Caprimulgus rufus + Caprimulgus otiosus -> Caprimulgus rufus [lump, aou_6_41 (1997)]",,0,no,no,,,0,no,no
209,split,Baryphthengus ruficapillus,"Baryphthengus ruficapillus, Baryphthengus martii",aou_6_41 (1997),1997,"Baryphthengus ruficapillus -> Baryphthengus ruficapillus + Baryphthengus martii [split, aou_6_41 (1997)]",,0,no,no,,,0,no,no
210,split,Rhynchocyclus brevirostris,"Rhynchocyclus pacificus, Rhynchocyclus brevirostris",aou_6_41 (1997),1997,"Rhynchocyclus brevirostris -> Rhynchocyclus pacificus + Rhynchocyclus brevirostris [split, aou_6_41 (1997)]",,0,no,no,,,0,no,no
211,split,Corapipo leucorrhoa,"Corapipo altera, Corapipo leucorrhoa",aou_6_41 (1997),1997,"Corapipo leucorrhoa -> Corapipo altera + Corapipo leucorrhoa [split, aou_6_41 (1997)]",,0,no,no,,,0,no,no
212,split,Thamnophilus punctatus,"Thamnophilus atrinucha, Thamnophilus punctatus",aou_6_41 (1997),1997,"Thamnophilus punctatus -> Thamnophilus atrinucha + Thamnophilus punctatus [split, aou_6_41 (1997)]",,0,no,no,,,0,no,no
213,split,Myrmeciza laemosticta,"Myrmeciza laemosticta, Myrmeciza nigricauda",aou_6_41 (1997),1997,"Myrmeciza laemosticta -> Myrmeciza laemosticta + Myrmeciza nigricauda [split, aou_6_41 (1997)]",,0,no,no,,,0,no,no
214,split,Xiphorhynchus guttatus,"Xiphorhynchus susurrans, Xiphorhynchus guttatus",aou_6_41 (1997),1997,"Xiphorhynchus guttatus -> Xiphorhynchus susurrans + Xiphorhynchus guttatus [split, aou_6_41 (1997)]",,0,no,no,,,0,no,no
215,split,Vireo solitarius,"Vireo cassinii, Vireo solitarius, Vireo plumbeus",aou_6_41 (1997),1997,"Vireo solitarius -> Vireo cassinii + Vireo solitarius + Vireo plumbeus [split, aou_6_41 (1997)]",,0,no,no,,,0,no,no
216,split,Hylorchilus sumichrasti,"Hylorchilus navai, Hylorchilus sumichrasti",aou_6_41 (1997),1997,"Hylorchilus sumichrasti -> Hylorchilus navai + Hylorchilus sumichrasti [split, aou_6_41 (1997)]",,0,no,no,,,0,no,no
217,split,Baeolophus inornatus,"Baeolophus ridgwayi, Baeolophus inornatus",aou_6_41 (1997),1997,"Baeolophus inornatus -> Baeolophus ridgwayi + Baeolophus inornatus [split, aou_6_41 (1997)]",,0,no,no,,,0,no,no
218,split,Tachycineta albilinea,"Tachycineta albilinea, Tachycineta stolzmanni",aou_6_41 (1997),1997,"Tachycineta albilinea -> Tachycineta albilinea + Tachycineta stolzmanni [split, aou_6_41 (1997)]",,0,no,no,,,0,no,no
219,split,Petrochelidon fulva,"Petrochelidon rufocollaris, Petrochelidon fulva",aou_6_41 (1997),1997,"Petrochelidon fulva -> Petrochelidon rufocollaris + Petrochelidon fulva [split, aou_6_41 (1997)]",,0,no,no,,,0,no,no
220,split,Euplectes orix,"Euplectes franciscanus, Euplectes orix",aou_6_41 (1997),1997,"Euplectes orix -> Euplectes franciscanus + Euplectes orix [split, aou_6_41 (1997)]",,0,no,no,,,0,no,no
221,split,Hemignathus obscurus,"Hemignathus obscurus, Hemignathus ellisianus",aou_6_41 (1997),1997,"Hemignathus obscurus -> Hemignathus obscurus + Hemignathus ellisianus [split, aou_6_41 (1997)]",,0,no,no,,,0,no,no
222,lump,"Atlapetes albinucha, Atlapetes gutturalis",Atlapetes albinucha,aou_6_41 (1997),1997,"Atlapetes albinucha + Atlapetes gutturalis -> Atlapetes albinucha [lump, aou_6_41 (1997)]",,0,no,no,,,0,no,no
223,split,Calyptophilus frugivorus,"Calyptophilus tertius, Calyptophilus frugivorus",aou_6_41 (1997),1997,"Calyptophilus frugivorus -> Calyptophilus tertius + Calyptophilus frugivorus [split, aou_6_41 (1997)]",,0,no,no,,,0,no,no
224,split,Ramphocelus passerinii,"Ramphocelus costaricensis, Ramphocelus passerinii",aou_6_41 (1997),1997,"Ramphocelus passerinii -> Ramphocelus costaricensis + Ramphocelus passerinii [split, aou_6_41 (1997)]",,0,no,no,,,0,no,no
225,split,Sicalis luteola,"Sicalis luteola, Sicalis luteiventris",aou_6_41 (1997),1997,"Sicalis luteola -> Sicalis luteola + Sicalis luteiventris [split, aou_6_41 (1997)]",,0,no,no,,,0,no,no
226,lump,"Sporophila americana, Sporophila aurita",Sporophila americana,aou_6_41 (1997),1997,"Sporophila americana + Sporophila aurita -> Sporophila americana [lump, aou_6_41 (1997)]",,0,no,no,,,0,no,no
227,split,Sporophila minuta,"Sporophila minuta, Sporophila hypoxantha",aou_6_41 (1997),1997,"Sporophila minuta -> Sporophila minuta + Sporophila hypoxantha [split, aou_6_41 (1997)]",,0,no,no,,,0,no,no
228,split,Agelaius phoeniceus,"Agelaius phoeniceus, Agelaius assimilis",aou_6_41 (1997),1997,"Agelaius phoeniceus -> Agelaius phoeniceus + Agelaius assimilis [split, aou_6_41 (1997)]",,0,no,no,,,0,no,no
229,split,Sturnella militaris,"Sturnella superciliaris, Sturnella militaris",aou_6_41 (1997),1997,"Sturnella militaris -> Sturnella superciliaris + Sturnella militaris [split, aou_6_41 (1997)]",,0,no,no,,,0,no,no
230,split,Larus belcheri,"Larus belcheri, Larus atlanticus",aou_6_41 (1997),1997,"Larus belcheri -> Larus belcheri + Larus atlanticus [split, aou_6_41 (1997)]",,0,no,no,,,0,no,no
231,split,Geotrygon lawrencii,"Geotrygon carrikeri, Geotrygon lawrencii",aou_6_41 (1997),1997,"Geotrygon lawrencii -> Geotrygon carrikeri + Geotrygon lawrencii [split, aou_6_41 (1997)]",,0,no,no,,,0,no,no
232,split,Glaucidium minutissimum,"Glaucidium sanchezi, Glaucidium palmarum, Glaucidium griseiceps, Glaucidium minutissimum",aou_6_41 (1997),1997,"Glaucidium minutissimum -> Glaucidium sanchezi + Glaucidium palmarum + Glaucidium griseiceps + Glaucidium minutissimum [split, aou_6_41 (1997)]",,0,no,no,,,0,no,no
233,split,Philydor erythrocercus,"Philydor fuscipennis, Philydor erythrocercus",aou_6_41 (1997),1997,"Philydor erythrocercus -> Philydor fuscipennis + Philydor erythrocercus [split, aou_6_41 (1997)]",,0,no,no,,,0,no,no
234,split,Hylopezus fulviventris,"Hylopezus dives, Hylopezus fulviventris",aou_6_41 (1997),1997,"Hylopezus fulviventris -> Hylopezus dives + Hylopezus fulviventris [split, aou_6_41 (1997)]",,0,no,no,,,0,no,no
235,lump,"Atlapetes atricapillus, Buarremon torquatus",Buarremon torquatus,aou_6_41 (1997),1997,"Atlapetes atricapillus + Buarremon torquatus -> Buarremon torquatus [lump, aou_6_41 (1997)]",,0,no,no,,,0,no,no
236,split,Brachyramphus marmoratus,"Brachyramphus perdix, Brachyramphus marmoratus",aou_6_41 (1997),1997,"Brachyramphus marmoratus -> Brachyramphus perdix + Brachyramphus marmoratus [split, aou_6_41 (1997)]",,0,no,no,,,0,no,no
237,split,Dendrocolaptes certhia,"Dendrocolaptes sanctithomae, Dendrocolaptes certhia",aou_6_41 (1997),1997,"Dendrocolaptes certhia -> Dendrocolaptes sanctithomae + Dendrocolaptes certhia [split, aou_6_41 (1997)]",,0,no,no,,,0,no,no
238,split,"Scytalopus panamensis, Scytalopus vicinior","Scytalopus panamensis, Scytalopus chocoensis",aou_7 (1998),1998,"Scytalopus panamensis + Scytalopus vicinior -> Scytalopus panamensis + Scytalopus chocoensis [split, aou_7 (1998)]",,0,no,no,,,0,no,no
239,split,Sula dactylatra,"Sula dactylatra, Sula granti",aou_7_42 (2000),2000,"Sula dactylatra -> Sula dactylatra + Sula granti [split, aou_7_42 (2000)]",,0,no,no,,,0,no,no
240,split,Centrocercus urophasianus,"Centrocercus urophasianus, Centrocercus minimus",aou_7_42 (2000),2000,"Centrocercus urophasianus -> Centrocercus urophasianus + Centrocercus minimus [split, aou_7_42 (2000)]",,0,no,no,,,0,no,no
241,split,Glaucidium jardinii,"Glaucidium jardinii, Glaucidium costaricanum",aou_7_42 (2000),2000,"Glaucidium jardinii -> Glaucidium jardinii + Glaucidium costaricanum [split, aou_7_42 (2000)]",,0,no,no,,,0,no,no
242,split,Picoides stricklandi,"Picoides arizonae, Picoides stricklandi",aou_7_42 (2000),2000,"Picoides stricklandi -> Picoides arizonae + Picoides stricklandi [split, aou_7_42 (2000)]","Picoides arizonae + Picoides stricklandi -> Picoides stricklandi [lump, aou_5_34 (January 1982)]",1,yes,no,"Picoides arizonae + Picoides stricklandi -> Picoides stricklandi [lump, aou_5_34 (January 1982)]","lump (1982) -> split (2000) [starting with change Picoides arizonae + Picoides stricklandi -> Picoides stricklandi [lump, aou_5_34 (January 1982)]]",1,yes,no
243,split,Myrmotherula surinamensis,"Myrmotherula pacifica, Myrmotherula surinamensis",aou_7_42 (2000),2000,"Myrmotherula surinamensis -> Myrmotherula pacifica + Myrmotherula surinamensis [split, aou_7_42 (2000)]",,0,no,no,,,0,no,no
244,split,Pica pica,"Pica hudsonia, Pica pica",aou_7_42 (2000),2000,"Pica pica -> Pica hudsonia + Pica pica [split, aou_7_42 (2000)]",,0,no,no,,,0,no,no
245,split,Lonchura malabarica,"Lonchura cantans, Lonchura malabarica",aou_7_42 (2000),2000,"Lonchura malabarica -> Lonchura cantans + Lonchura malabarica [split, aou_7_42 (2000)]",,0,no,no,,,0,no,no
246,split,Lonchura malacca,"Lonchura malacca, Lonchura atricapilla",aou_7_42 (2000),2000,"Lonchura malacca -> Lonchura malacca + Lonchura atricapilla [split, aou_7_42 (2000)]",,0,no,no,,,0,no,no
247,split,Dendroica adelaidae,"Dendroica adelaidae, Dendroica subita, Dendroica delicata",aou_7_42 (2000),2000,"Dendroica adelaidae -> Dendroica adelaidae + Dendroica subita + Dendroica delicata [split, aou_7_42 (2000)]",,0,no,no,,,0,no,no
248,split,Spindalis zena,"Spindalis zena, Spindalis portoricensis, Spindalis dominicensis, Spindalis nigricephala",aou_7_42 (2000),2000,"Spindalis zena -> Spindalis zena + Spindalis portoricensis + Spindalis dominicensis + Spindalis nigricephala [split, aou_7_42 (2000)]",,0,no,no,,,0,no,no
249,split,Icterus dominicensis,"Icterus prosthemelas, Icterus dominicensis",aou_7_42 (2000),2000,"Icterus dominicensis -> Icterus prosthemelas + Icterus dominicensis [split, aou_7_42 (2000)]",,0,no,no,,,0,no,no
250,split,Caracara plancus,"Caracara plancus, Caracara lutosa, Caracara cheriway",aou_7_42 (2000),2000,"Caracara plancus -> Caracara plancus + Caracara lutosa + Caracara cheriway [split, aou_7_42 (2000)]","Polyborus plancus + Caracara cheriway -> Polyborus plancus [lump, aou_5_34 (January 1982)]",1,yes,no,,,0,no,no
251,split,Pterodroma phaeopygia,"Pterodroma sandwichensis, Pterodroma phaeopygia",aou_7_43 (2002),2002,"Pterodroma phaeopygia -> Pterodroma sandwichensis + Pterodroma phaeopygia [split, aou_7_43 (2002)]",,0,no,no,,,0,no,no
252,split,Gallinago gallinago,"Gallinago gallinago, Gallinago delicata",aou_7_43 (2002),2002,"Gallinago gallinago -> Gallinago gallinago + Gallinago delicata [split, aou_7_43 (2002)]","Capella gallinago + Capella delicata -> Capella gallinago [lump, aou_4_20 (1945)]",1,yes,no,"Capella gallinago + Capella delicata -> Capella gallinago [lump, aou_4_20 (1945)]","lump (1945) -> split (2002) [starting with change Capella gallinago + Capella delicata -> Capella gallinago [lump, aou_4_20 (1945)]]",1,yes,no
253,split,Chaetura spinicauda,"Chaetura fumosa, Chaetura spinicauda",aou_7_43 (2002),2002,"Chaetura spinicauda -> Chaetura fumosa + Chaetura spinicauda [split, aou_7_43 (2002)]",,0,no,no,,,0,no,no
254,split,Phaethornis superciliosus,"Phaethornis superciliosus, Phaethornis longirostris",aou_7_43 (2002),2002,"Phaethornis superciliosus -> Phaethornis superciliosus + Phaethornis longirostris [split, aou_7_43 (2002)]",,0,no,no,,,0,no,no
255,split,Phaethornis longuemareus,"Phaethornis longuemareus, Phaethornis striigularis",aou_7_43 (2002),2002,"Phaethornis longuemareus -> Phaethornis longuemareus + Phaethornis striigularis [split, aou_7_43 (2002)]",,0,no,no,,,0,no,no
256,split,Baeolophus bicolor,"Baeolophus bicolor, Baeolophus atricristatus",aou_7_43 (2002),2002,"Baeolophus bicolor -> Baeolophus bicolor + Baeolophus atricristatus [split, aou_7_43 (2002)]","Parus atricristatus + Parus bicolor -> Parus bicolor [lump, aou_5_33 (1976)]",1,yes,no,,,0,no,no
257,split,Loxia leucoptera,"Loxia leucoptera, Loxia megaplaga",aou_7_44 (2003),2003,"Loxia leucoptera -> Loxia leucoptera + Loxia megaplaga [split, aou_7_44 (2003)]",,0,no,no,,,0,no,no
258,split,Picoides tridactylus,"Picoides dorsalis, Picoides tridactylus",aou_7_44 (2003),2003,"Picoides tridactylus -> Picoides dorsalis + Picoides tridactylus [split, aou_7_44 (2003)]",,0,no,no,,,0,no,no
259,lump,"Butorides striatus, Butorides sundevalli",Butorides striatus,aou_7_44 (2003),2003,"Butorides striatus + Butorides sundevalli -> Butorides striatus [lump, aou_7_44 (2003)]",,0,no,no,,,0,no,no
260,split,Geotrygon caniceps,"Geotrygon caniceps, Geotrygon leucometopia",aou_7_45 (2004),2004,"Geotrygon caniceps -> Geotrygon caniceps + Geotrygon leucometopia [split, aou_7_45 (2004)]",,0,no,no,,,0,no,no
261,split,Myrmotherula brachyura,"Myrmotherula ignota, Myrmotherula brachyura",aou_7_45 (2004),2004,"Myrmotherula brachyura -> Myrmotherula ignota + Myrmotherula brachyura [split, aou_7_45 (2004)]",,0,no,no,,,0,no,no
